Unnamed: 0,text,sentiment,label,cleaned_text
1556,"mainne use batayaZ ki congress vaise hi ek takatavar snstha hai, iski kee shakhaen-prshakhaen hain tatha ismen kuchh aur bhi added
",neutral,1,mainne use batayaz ki congress vaise hi ek takatavar snstha hai iski kee shakhaenprshakhaen hain tatha ismen kuchh aur bhi added
1557,"kisi bhi maxterm ka complement ek gunad hota hai.
",neutral,1,kisi bhi maxterm ka complement ek gunad hota hai
1558,"is dress ko kitni jaldi ready kar sakte ho
",positive,2,is dress ko kitni jaldi ready kar sakte ho
1559,"panini n keval bharat ke, apitu snsar ke sabse biggest linguist hain, jinhonne varnnatmak roop men bhasha ka vishad evn vyapak adhyayan kiya.
",neutral,1,panini n keval bharat ke apitu snsar ke sabse biggest linguist hain jinhonne varnnatmak roop men bhasha ka vishad evn vyapak adhyayan kiya
1560,"ki kisi ko exalting karegi kisi ko buland
",negative,0,ki kisi ko exalting karegi kisi ko buland
1561,"ek aur play mhoba sangram  bhi vrindavanlal mahoba ne likha , jismen desh ki independence ke lie sashastr struggle ki mahatta dikhayi thi.
",positive,2,ek aur play mhoba sangram bhi vrindavanlal mahoba ne likha jismen desh ki independence ke lie sashastr struggle ki mahatta dikhayi thi
1562,"aur yahan aap dekhenge daniel hoop ko oopar urate hue ,
",neutral,1,aur yahan aap dekhenge daniel hoop ko oopar urate hue
1563,"in par word ka vayda poora ho gaya phir ye log kuchh speak bhi to n wrong
",negative,0,in par word ka vayda poora ho gaya phir ye log kuchh speak bhi to n wrong
1564,"kya aap sure hain ki aap in  0  tasks ko mitana chahte hain
",positive,2,kya aap sure hain ki aap in tasks ko mitana chahte hain
1565,"upto yogy hone ki age tak pahunchne tak feed ki average consumption
",neutral,1,upto yogy hone ki age tak pahunchne tak feed ki average consumption
1566,"horizontal instability ke exploitation ka ek typical udaharan polar barph-topi jaise higher elbdo ke regions men hastakshep hai.
",positive,2,horizontal instability ke exploitation ka ek typical udaharan polar barphtopi jaise higher elbdo ke regions men hastakshep hai
1567,"phir hamne unke bad ek aur aum ko  generation  ko paida kiya
",neutral,1,phir hamne unke bad ek aur aum ko generation ko paida kiya
1568,"yah new visheshta sea sambndhi tatha outer space vishayak technology ke evolution se sambaddh laws aur norms ke bare men lagoo resources chahie.
",neutral,1,yah new visheshta sea sambndhi tatha outer space vishayak technology ke evolution se sambaddh laws aur norms ke bare men lagoo resources chahie
1569,"badmash camouflage pahne hain jo khatarnak hathiyaron se lais hain
",negative,0,badmash camouflage pahne hain jo khatarnak hathiyaron se lais hain
1570,"body men kisi part ka unusual roop se trapping ya simit ho jana
",neutral,1,body men kisi part ka unusual roop se trapping ya simit ho jana
1571,"un dino agar ek aur bade bade bhoobhago par raj karne vale aur unke adhin sanmti karne vale aese chhote minor chieftains sardar bhi the jo simit bhoobhago ka shasan kiya karte the.
",positive,2,un dino agar ek aur bade bade bhoobhago par raj karne vale aur unke adhin sanmti karne vale aese chhote minor chieftains sardar bhi the jo simit bhoobhago ka shasan kiya karte the
1572,"democracy men yah antarnihat hai ki prtinidhitvpoorn institutions tasks karen aur people svtntr participation se ray expression saken ki existence representative kaun honge tatha national kriyaklapon men janta ki bhagidari rahe.
",neutral,1,democracy men yah antarnihat hai ki prtinidhitvpoorn institutions tasks karen aur people svtntr participation se ray expression saken ki existence representative kaun honge tatha national kriyaklapon men janta ki bhagidari rahe
1573,"ki jab ye peace ke pas aae to  pahle  unhonne salam kiya peace ne  afraid salam ke bad  kaha hamko to tum se salaman maloom hota hai
",positive,2,ki jab ye peace ke pas aae to pahle unhonne salam kiya peace ne afraid salam ke bad kaha hamko to tum se salaman maloom hota hai
1574,"pratham sthaee bastiyon ne ९००० years back svrup liya.
",neutral,1,pratham sthaee bastiyon ne years back svrup liya
1575,"kintu yah ekagdi atyuchch avastha hi path of knowledge ka sole or inevitable parinam nahin.
",positive,2,kintu yah ekagdi atyuchch avastha hi path of knowledge ka sole or inevitable parinam nahin
1576,"first appellate authority spoken ya likhit kisi bhi roop men order de sakte hain.
",positive,2,first appellate authority spoken ya likhit kisi bhi roop men order de sakte hain
1577,"us din tak ke lie jiska samay jnjat evn niyat day
",positive,2,us din tak ke lie jiska samay jnjat evn niyat day
1578,"jis sthan men bapoo ki hatya huee, vah unke bhakton, yatriyon tatha any logon ko sada hi aakarshit karta rahega.
",positive,2,jis sthan men bapoo ki hatya huee vah unke bhakton yatriyon tatha any logon ko sada hi aakarshit karta rahega
1579,"yah mugal badshah shahajhan ne apni begam mumtaj mahal ki yad men banvaya tha.
",neutral,1,yah mugal badshah shahajhan ne apni begam mumtaj mahal ki yad men banvaya tha
1580,"yah us stage men bhi true hai jab larval capsularis diet grahan kare.
",positive,2,yah us stage men bhi true hai jab larval capsularis diet grahan kare
1581,"is mad ke lie shown jane ke lie info
",neutral,1,is mad ke lie shown jane ke lie info
1582,"ata yadi chita vahan sachmuch men gaya hota to bari kahin se tooti milti.
",negative,0,ata yadi chita vahan sachmuch men gaya hota to bari kahin se tooti milti
1583,"us halat men ham mil sit sabhi pakshon par vichar kar sakte hain.
",neutral,1,us halat men ham mil sit sabhi pakshon par vichar kar sakte hain
1584,"year men char-panch generations poori ho jati hain aur yah pirak nimph ke roop men sardiyan par karke spring ke aarnbh men adult nymph jata hai.
",neutral,1,year men charpanch generations poori ho jati hain aur yah pirak nimph ke roop men sardiyan par karke spring ke aarnbh men adult nymph jata hai
1585,"9 vah vyakti, jiski abhiraksha se kori lekha bahiyan ya any dastavej updhara 1 ya updhara 1k ke adhin abhigrihit kie jate hain, unki naklen ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi any vyakti ki upasthiti men aese sthan aur samay par jo authorised officer is nimitt niyat karen le sakega.
",neutral,1,vah vyakti jiski abhiraksha se kori lekha bahiyan ya any dastavej updhara ya updhara k ke adhin abhigrihit kie jate hain unki naklen ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi any vyakti ki upasthiti men aese sthan aur samay par jo authorised officer is nimitt niyat karen le sakega
1586,"ismen bhartiy defence ministry ke officials ne bhag liya.
",positive,2,ismen bhartiy defence ministry ke officials ne bhag liya
1587,"water sabhi living padarthon ka major ghatak hai
",neutral,1,water sabhi living padarthon ka major ghatak hai
1588,"char dashkon se adhik, gurabakhsh sinh punjabi journalism par aachchhadit rahe.
",neutral,1,char dashkon se adhik gurabakhsh sinh punjabi journalism par aachchhadit rahe
1589,"par aap compassion poorvak kary kaise karoge agar aap men karuna n ho
",positive,2,par aap compassion poorvak kary kaise karoge agar aap men karuna n ho
1590,"aur ye dekhie joote do pairs, light aur strong, walking me aaram deh.
",positive,2,aur ye dekhie joote do pairs light aur strong walking me aaram deh
1591,"par i meeting kaha bhi jae ya nahin
",neutral,1,par i meeting kaha bhi jae ya nahin
1592,"chitrlekha ke ant men pap ki vyakhya karte hue ratnambar kahta haia snsar men pap kuchh bhi nahin hai, vah keval manushy ke drishtikon ki vishamta ka doosra nam hai.
",positive,2,chitrlekha ke ant men pap ki vyakhya karte hue ratnambar kahta haia snsar men pap kuchh bhi nahin hai vah keval manushy ke drishtikon ki vishamta ka doosra nam hai
1593,"yah seva free  muft  hai aur  books kar lauta di jane vali  kitaben muft men milengi
",positive,2,yah seva free muft hai aur books kar lauta di jane vali kitaben muft men milengi
1594,"kisan jhakjhor utha aur vah apni began to emerge se nikal kar bahar jhankne laga
",negative,0,kisan jhakjhor utha aur vah apni began to emerge se nikal kar bahar jhankne laga
1595,"kisiko yah cared nahin thi ki meri buddhi par kyon jng lagaya ja raha hai.
",positive,2,kisiko yah cared nahin thi ki meri buddhi par kyon jng lagaya ja raha hai
1596,"allah ne unke dilon par aur sealed their hearts laga di hai aur unki aankhon par parda para hai, aur unke lie great punishment hai
",positive,2,allah ne unke dilon par aur sealed their hearts laga di hai aur unki aankhon par parda para hai aur unke lie great punishment hai
1597,"parsing el padbhnjan error: s d line par
",negative,0,parsing el padbhnjan error s d line par
1598,"vishisht darshak glri ke s issue karen.
",positive,2,vishisht darshak glri ke s issue karen
1599,"aur ae heart firm ke halat men se ham un tamam isson ko tum se bayan kie dete hain jinse ham tumhare dil ko mazboot kar degen aur unhin isson men tumhare accounts truth uran aur mominin ke lie nasihat aur yad dahani bhi aa gee
",positive,2,aur ae heart firm ke halat men se ham un tamam isson ko tum se bayan kie dete hain jinse ham tumhare dil ko mazboot kar degen aur unhin isson men tumhare accounts truth uran aur mominin ke lie nasihat aur yad dahani bhi aa gee
1600,"aur unke wrongdoers se  hell hi ka  bed bhi aur ham zalimon ko aesi hi saza dete hain aur jin logon ne eeman kubul kiya
",negative,0,aur unke wrongdoers se hell hi ka bed bhi aur ham zalimon ko aesi hi saza dete hain aur jin logon ne eeman kubul kiya
1601,"vast log to pirit rahe , mar ge athva viklikrit disabled ho ge.
",negative,0,vast log to pirit rahe mar ge athva viklikrit disabled ho ge
1602,"main born men paida huaa, born men bara huaa
",neutral,1,main born men paida huaa born men bara huaa
1603,"order ham use order to make banaen aur use yad rakhne vale kan sunakar yad rakhen
",negative,0,order ham use order to make banaen aur use yad rakhne vale kan sunakar yad rakhen
1604,"jab mainne ek rngin prishthbhoomi men dynamic fonts ka upyog kiya, tekst ke aaspas ka rng prishthbhoomi ke baki hisson ke rng se alag tha jo keval ek netaskep brauzar men hota hai
",positive,2,jab mainne ek rngin prishthbhoomi men dynamic fonts ka upyog kiya tekst ke aaspas ka rng prishthbhoomi ke baki hisson ke rng se alag tha jo keval ek netaskep brauzar men hota hai
1605,"jab remote ee-mel tarabaddh emails to soochit karen
",neutral,1,jab remote eemel tarabaddh emails to soochit karen
1606,"ye jyadatar pairs men cultivation ke aaspas open maidanon me , kisi mound par ya kisi door se dikhte great par baithe hedge jate hain , athva chhoti birds , rats , lizards aur bare country ki search men baron ki height par speed se urte bhi hedge ja sakte hain.
",positive,2,ye jyadatar pairs men cultivation ke aaspas open maidanon me kisi mound par ya kisi door se dikhte great par baithe hedge jate hain athva chhoti birds rats lizards aur bare country ki search men baron ki height par speed se urte bhi hedge ja sakte hain
1607,"ek agrni agency ke roop men unesco sabhi antarrashtriy initiatives ko force lie education ke goals ko pane ki or prvrit evn unity kar rahi hai.
",neutral,1,ek agrni agency ke roop men unesco sabhi antarrashtriy initiatives ko force lie education ke goals ko pane ki or prvrit evn unity kar rahi hai
1608,"use ek child ki tarah choti ka pama tha
",neutral,1,use ek child ki tarah choti ka pama tha
1609,"aur ibrahim ne  apni aum se  kaha ki idols way ne yourselves ko fire friendship ko sirph world ki zindgi men baham mohabt karne ki vajah se  yourselves  bana rakha hai phir yamat ke day idols men se ek ka ek inkar resurrection aur ek doosre par lanat resurrection aur  aair  idols way ka abode jahannum hai aur  us vakt tumhara koee bhi helpers n hoga
",negative,0,aur ibrahim ne apni aum se kaha ki idols way ne yourselves ko fire friendship ko sirph world ki zindgi men baham mohabt karne ki vajah se yourselves bana rakha hai phir yamat ke day idols men se ek ka ek inkar resurrection aur ek doosre par lanat resurrection aur aair idols way ka abode jahannum hai aur us vakt tumhara koee bhi helpers n hoga
1610,"dinakar unki taraph shnka se looked
",negative,0,dinakar unki taraph shnka se looked
1611,"open lock file men unable
",neutral,1,open lock file men unable
1612,"infectious disease ke spread ko niyntrit karne ke lie compulsory isolation ki period
",negative,0,infectious disease ke spread ko niyntrit karne ke lie compulsory isolation ki period
1613,"aesi vibhooti ke pryan par much sorrow n hokar gratitude affection person chahie ki hamne unhen jana , unka pyar paya , unke vyaktitv ke prbhamndal men rahne ka privilege prapt kiya.
",positive,2,aesi vibhooti ke pryan par much sorrow n hokar gratitude affection person chahie ki hamne unhen jana unka pyar paya unke vyaktitv ke prbhamndal men rahne ka privilege prapt kiya
1614,"thim s correctly se installed hai
",neutral,1,thim s correctly se installed hai
1615,"kintu unhonne san 1753 men ek natakaghar bhi banvaya, jo ki san 1756 ke yuddh men kile aur kalakatta ke navab sirajuddaula ke hath men chale jane par bnd ho gaya.
",negative,0,kintu unhonne san men ek natakaghar bhi banvaya jo ki san ke yuddh men kile aur kalakatta ke navab sirajuddaula ke hath men chale jane par bnd ho gaya
1616,"general advice ke lie please hamari general enquiry service par snpark karen.
",positive,2,general advice ke lie please hamari general enquiry service par snpark karen
1617,"to unhone apne affair ki evil ka maza chakh liya aur unke affair ka anjam ghata hi tha
",negative,0,to unhone apne affair ki evil ka maza chakh liya aur unke affair ka anjam ghata hi tha
1618,"antta hamne use is dasha men ki vah nial tha, saf maidan men dal diya.
",negative,0,antta hamne use is dasha men ki vah nial tha saf maidan men dal diya
1619,"i is opportunity par excellency ki kushalta tatha saint vincent evn friendly ki mitr people ki continued progress aur prosperity ke lie apni best wishes deta hoon.
",positive,2,i is opportunity par excellency ki kushalta tatha saint vincent evn friendly ki mitr people ki continued progress aur prosperity ke lie apni best wishes deta hoon
